Logradouro,Longitude,Latitude
"JOSE GERALDO CEREBINO CRISTOFORO, CAMPINAS",,
"AMERICO BRASILIENSE, SAO BERNARDO DO CAMPO",,
"DOS TRES IRMAOS, SAO PAULO",,
"MONTEMAGNO, SAO PAULO",-46.5584788,-23.5654527
"PEDRO CUNHA, ATIBAIA",-46.5436593,-23.1169047
"NOVE DE JULHO, SAO JOSE DOS CAMPOS",-45.8933182,-23.1943456
"DIOGO DE FARIA, SAO PAULO",-46.6921849,-23.5688406
"JOAO LEME DOS SANTOS, SALTO DE PIRAPORA",,
"PIEDADE A TAPIRAI, PIEDADE",,
"DR FERNANDO F DE LIMA, FRANCA",,
"DOUTOR NICOLAU ASSEF, RIBEIRAO PIRES",,
"OSWALDO DA SILVA, HORTOLANDIA",,
"RODRIGUES PACHECO, SOROCABA",-47.544408,-23.5039354
"SOCRATES DE OLIVEIRA, JUNDIAI",-46.8924232,-23.1833183
"MANOEL VAZ, SANTO ANDRE",-46.5199295,-23.6679235
"PRESIDENTE VARGAS, INDAIATUBA",-47.1953761,-23.0852013
"SANTA MONICA, ITAPECERICA DA SERRA",,
"STO AMARO, SAO PAULO",-46.6875636,-23.626526
"ANDRADE NEVES, CAMPINAS",-47.0765072,-22.8908925
"LUCAS NOGUEIRA GARCEZ, SAO BERNARDO DO CAMPO",-46.5583537,-23.6907763
"PROF MANOEL J PEDROSO, COTIA",-46.9202923,-23.6070599
"INACIO FRANCO ALVES, MOGI-GUACU",-46.9507594,-22.3520543
"SAO BENEDITO, BARRETOS",,
"ANA COSTA, SANTOS",-46.3331846,-23.9595573
"CHARLES SCHNEIDER, TAUBATE",-45.567688,-23.0257017
"CONDE AFONSO CELSO, RIBEIRAO PRETO",,
"AMPARO, SAO BERNARDO DO CAMPO",-46.5471329,-23.6923002
"DOM PEDRO II, SANTO ANDRE",,
"LITUANIA, SAO PAULO",-48.9266039,-23.0825989
"VICENTE ALETTO, MAUA",-46.4605112,-23.6840956
"CLARA GIANOTI DE SOUZA, REGISTRO",,
"CAMPOS SALES, BARUERI",-46.8768884,-23.4989247
"DR. RENATO PAES DE BARROS, SAO PAULO",,
"ALZIRO ZARUR, SAO PAULO",-47.09326777979042,-22.938195649999997
"DO ROSARIO, JUNDIAI",-46.8850833,-23.1884793
"ROYAL PALM PLAZA, CAMPINAS",-47.072139111512556,-22.93669655
"MANOEL STEFANI, ITATIBA",,
"ANA COSTA, SANTOS",-46.3331846,-23.9595573
"IPIRANGA, SAO PAULO",-46.60616206667652,-23.58927255
"OLIVEIRA BRAGA, APARECIDA",-45.2288408,-22.8473501
"VIC. A. MACHADO P/ CORONEL GOULART, ALVARES MACHADO",,
"DE MOGI MIRIM, CAMPINAS",-46.9581629,-22.433009
"RODOVIA ANHANGUERA, RIBEIRAO PRETO",-47.7836544,-21.1080964
"VICTORIO FASANO, SAO PAULO",,
"DOUTOR RAMOS DE AZEVEDO, GUARULHOS",-46.5306937,-23.4714026
"ENTRE SERRAS E AGUAS, JOANOPOLIS",,
"PROFESSOR CARLOS IBANHEZ, SAO JOSE DO RIO PRETO",,
"DEPUTADO BENEDITO MATARAZZO, SAO JOSE DOS CAMPOS",-45.9130203,-23.2313913
"SENADOR JOSE ERMIRIO DE MORAES, SOROCABA",,
"PRESIDENTE DUTRA, GUARULHOS",-46.48135564051887,-23.43779495
"SP 255, AVARE",-48.9259103,-23.1045215
"ERNESTO DIEDERICHSEN, CAMPOS DO JORDAO",-45.601102,-22.757517
"PLACIDO ANTONIO DA SILVA, MAIRIPORA",,
"DOUTORA RUTH CARDOSO, SAO PAULO",-46.7151665,-23.5554924
"COMENDADOR VICENTE AMATO SOBRINHO, SERRA NEGRA",-46.7142529,-22.6126528
"ALPONT, MAUA",-46.4921555,-23.6581476
"OSVALDO BERTO, ITATIBA",-46.84441,-23.0649931
"WASHINGTON LUIZ, ESPIRITO SANTO DO PINHAL",-46.7423521,-22.1975943
"XINGU, BARUERI",-46.8533613,-23.5048819
"RIO NEGRO, BARUERI",-63.0193316,-0.8848192
"LUIZ PASTEUR, SAO JOSE DOS CAMPOS",,
"CARLOS TONANNI, SERTAOZINHO",-48.0552136,-21.172042
"PRESIDENTE JUSCELINO KUBITSCHEK, SAO PAULO",,
"IBIRAPUERA, SAO PAULO",-46.6546353,-23.5769519
"4, ORLANDIA",-47.886667,-20.720278
"VEREADOR NARCISO YAGUE GUIMARAES, MOGI DAS CRUZES",-46.1716129,-23.5158851
"BRIGADEIRO FARIA LIMA, SAO PAULO",,
"VERGUEIRO, SAO PAULO",-46.6399175,-23.5685349
"JULIO DE MESQUITA FILHO, BAURU",,
"FUNCHAL, SAO PAULO",-46.6918895,-23.5942914
"LIONS CLUB, CAMPINAS",-46.8335645176553,-22.43086315
"PEDRO AMERICO, SAO PAULO",-48.10392136275972,-21.72635815
"RIO NILO, AMPARO",-44.1535874,-5.7395271
"ARQUITETO OLAVO REDIG DE CAMPOS 105, SAO PAULO",,
"JEROME CASE, SOROCABA",-47.3806928,-23.4388198
"ARAPOEMA, BARUERI",-46.8279681,-23.5010466
"GUARAPIRANGA, SAO PAULO",-48.235849361111114,-21.9640116
"PRESIDENTE DUTRA (BR 116), CACAPAVA",,
"PRESIDENTE JUSCELINO KUBITSCHEK 1830, SAO PAULO",,
"ADHEMAR PINTO DE SIQUEIRA, CACAPAVA",,
"CARLOS ROSENFELD, NOVA ODESSA",-47.3172238,-22.7805906
"ROD D PEDRO I, ATIBAIA",,
"ALAGOAS, SANTANA DE PARNAIBA",-46.9007271,-23.4028892
"ARAPORE, SAO PAULO",-46.70499,-23.5821563
"BRIGADEIRO FARIA LIMA, SAO PAULO",,
"JAIR MARTINS MIL HOMENS, SAO JOSE DO RIO PRETO",,
"CAPITAO AUGUSTO FRANCO, SOROCABA",-47.4533715,-23.5065264
"SAO VICENTE, PITANGUEIRAS",-48.15760081962664,-21.050322899999998
"ESTACIO DE SA, CAMPINAS",,
"REPUBLICA DO LIBANO, SAO PAULO",,
"PROFESSOR VICENTE RAO, SAO PAULO",-46.66164247908581,-23.59628645
"MARCO POLO, SAO BERNARDO DO CAMPO",,
"RUDOLF DAFFERNER, SOROCABA",,
"AV SEOUL, PIRACICABA",-47.6098511,-22.6724393
"FUKUTARO YIDA, SAO BERNARDO DO CAMPO",-46.5971354,-23.7311297
"LAURITA ORTEGA MARI, TABOAO DA SERRA",-46.7825559,-23.6297089
"WALDOMIRO CORREA CAMARGO, KM 12,340, ITU",-47.2955314,-23.2891934
"PARTICULAR SADAE TAKAGI, SAO BERNARDO DO CAMPO",,
"DO PINHAO, TAUBATE",-45.5731634,-23.067284
"ARATIBA, GUARULHOS",-46.5490199,-23.4840698
"PRESIDENTE CASTELO BRANCO, ITU",,
"HYUNDAI 777, PIRACICABA",-47.605302407395875,-22.686270450000002
"IBIRAPUERA, SAO PAULO",-46.6546353,-23.5769519
"HYUNDAI, PIRACICABA",-47.605302407395875,-22.686270450000002
"MARGINAL 26-036, ARARAQUARA",-48.2234057,-21.7841002
"DOS OTONIS, SAO PAULO",-46.6451011,-23.5956747
"BENTO FREITAS, SAO PAULO",-46.6454941,-23.5417771
"JOSE DE SOUZA CAMPOS, CAMPINAS",,
"DOM PEDRO II, AMERICANA",,
"DO COBRE, ITAQUAQUECETUBA",-46.3366101,-23.4419242
"PRIMO SCHINCARIOL, ITU",,
"ANHANGUERA, SAO PAULO",-46.78853396265938,-23.4329085
"DEVANIR TERENCE, BIRIGUI",-50.3616323,-21.284927
"PAPA JOAO PAULO I, GUARULHOS",,
"ARAGUAIA, BARUERI",-46.8499394,-23.498754
"TRAIPU, SAO PAULO",-46.4106947,-23.5653337
"CIDADE DE SOROCABA, BARUERI",-47.3391465,-23.3887275
"DAS NACOES UNIDAS 22351, SAO PAULO",-46.6946043,-23.6025397
"DOS ROMEIROS, SANTANA DE PARNAIBA",-46.916256,-23.4571397
"DAS NACOES UNIDAS 3000, OSASCO",,
"WALDOMIRO CORREA DE CAMARGO, ITU",-47.348359,-23.3909775
"ARUANA, BARUERI",-46.8398438,-23.4913247
"AMAMBAI, SAO PAULO",-47.1772446,-22.8626443
"BATALHA DO RIACHUELO, SALTO",,
"DR. JOAO GUIAO, RIBEIRAO PRETO",-47.8141993,-21.1988715
"BRASIL, NOVA ODESSA",-47.294059,-22.783186
"REVERENDO IZAC SILVERIO, SAO PAULO",,
"SAO ROQUE, ITAQUAQUECETUBA",,
"ANTONIETA PIVA BARRANQUEIROS, JUNDIAI",-46.9383625,-23.169089
"SENA MADUREIRA, SAO PAULO",-46.4357532,-23.4498635
"PLINIO CAMARGO, BAURU",-49.0727916,-22.2979066
"JOAO BASSI (PRQ IND FERREIRA FERNANDES), GUARULHOS",,
"FRANCISCO MATARAZZO, SAO PAULO",-47.3929328,-21.4908589
"FRANCISCO MATARAZZO, SAO PAULO",-47.3929328,-21.4908589
"DR CARLOS BURGOS, AMPARO",-46.7712223,-22.7013713
"DOUTOR MARIO MOURA, SAO PAULO",-46.4434556,-23.5240192
"SINATO, FRANCO DA ROCHA",-46.7666451,-23.2937456
"BENEDITO GERMANO DE ARAUJO, IPERO",-47.7091765,-23.3576676
"ALEXANDRE DUMAS, SAO PAULO",-46.499314,-23.6669114
"JEREMOABO, GUARULHOS",-46.4260718,-23.4239821
"LUIZ CARLOS BRUNELLO, VALINHOS",-47.0217345,-23.0095031
"FRANCISCO GLICERIO, CAMPINAS",-47.055329,-22.9135329
"ALFREDO EGYDIO DE SOUZA ARANHA,, SAO PAULO",,
"MIGUEL CASAGRANDE, SAO PAULO",-48.5733927,-22.4816657
"JORNALISTA PAULO ZINGG, SAO PAULO",-46.7567226,-23.487855
"GEORGE OHM, SAO PAULO",-46.6941074,-23.6132586
"RAPOSO TAVARES, ITAPETININGA",-48.0821144,-23.618831
"CLAUDIO ROGERIO A.NASCIMENTO, SARAPUI",,
"SARUTAIA, SAO PAULO",-49.48391356925633,-23.259999999999998
"PROFESSOR LUIZ ROSA, JUNDIAI",-46.8906969,-23.1820131
"JURANDIR, SAO PAULO",-49.3486105,-24.1143951
"IBIRAPUERA, SAO PAULO",-46.6546353,-23.5769519
"ENGENHEIRO GIANNI PALENGA, ITU",,
"JAMES JOULE, SAO PAULO",-46.6950347,-23.6112181
"MAMORE, BARUERI",-46.8469578,-23.4921202
"CRESCENCIO DA SILVEIRA PUPO, ITATIBA",,
"DIRCE GOMES, PRESIDENTE PRUDENTE",-51.4062861,-22.1398449
"MIRUNA, SAO PAULO",-48.8051225,-22.621212
"JOAO CARLOS DE AZEVEDO, SANTOS",-46.3804427,-23.9271141
"RUI BARBOSA, SANTA BRANCA",-45.8872785,-23.3994137
"IVO MARIO ISAAC PIRES, COTIA",-47.0044231,-23.6598284
"CECILIA ROIZEN, GUARULHOS",-46.4716174,-23.4626051
"ALBERTO PULICANO, FRANCA",-47.4488866,-20.5506394
"GENERAL FLORES, SAO PAULO",,
"ZACARIAS DE GOIS, SAO PAULO",,
"PRESIDENTE JUSCELINO KUBITSCHEK DE OLIVEIRA, SOROCABA",,
"MADEIRA, BARUERI",-46.8518744,-23.4957315
"PRESTES MAIA, DIADEMA",-46.6145094,-23.6786025
"AVENIDA HONORIO ALVARES PENTEADO (POLO EMPRESARIAL), SANTANA DE PARNAIBA",,
"DOS AUTONOMISTAS 1496, OSASCO",-46.76840470238122,-23.5374506
"GABRIEL MACHADO, GUARULHOS",-46.5313287,-23.4664441
"DOS VIAJANTES, MARILIA",-49.927332,-22.2370462
"PADRE EMILIO IMMOS, AVARE",-48.9275748,-23.1065412
"VICENTE CECCARELLI, DIADEMA",-46.5997369,-23.6801719
"AFONSO PEDRAZZI, SOROCABA",-47.4741713,-23.4934226
"PAULISTA, SAO PAULO",-46.6622682,-23.5552461
"ANGELINA MAFFEI VITA, SAO PAULO",-46.6897342,-23.579015
"ANTONIO CHRISTI, JUNDIAI",-47.0217689,-23.1566914
"LIBERDADE, SOROCABA",-47.4385137,-23.760001
"SANTOS, SAO PAULO",-46.333889,-23.960833
"BELA CINTRA, SAO PAULO",-46.658527850000006,-23.553943099999998
"RIO NEGRO, BARUERI",-63.0193316,-0.8848192
"MARIA BATISTAO, MARILIA",-49.9607589,-22.1668816
"INDUSTRIAL, JACAREI",-45.933082,-23.2725038
"DA CONVENCAO, SALTO",,
"IBIPETUBA, SAO PAULO",-46.5868247,-23.5752291
"PRAIA DO CEREJO, SAO PAULO",,
"BRASIL SUL, ILHA SOLTEIRA",-51.3490706,-20.4327854
"MEM DE SA, ARACATUBA",,
"TELMO COELHO FILHO, SAO PAULO",-48.930088,-23.1175141
"FABIO FRANZO, LEME",-47.4005426,-22.2079338
"FABIO FRANZO, LEME",-47.4005426,-22.2079338
"MINA DE OURO, EMBU-GUACU",,
"ANGELICA, SAO PAULO",-47.3071784,-22.7457168
"ITORORO, SAO JOSE DOS CAMPOS",-45.8815629,-23.1958717
"JURUA, BARUERI",-46.8553614,-23.5003126
"ROMUALDO RICCIERI GIACIANI, AGUAS DE LINDOIA",-46.5938843,-22.4700317
"D'ORO, MAIRINQUE",-47.1886209,-23.5401952
"JOAO ABDELNUR, SAO CARLOS",-47.8719828,-22.0384272
"ROTA DOS IMIGRANTES, HOLAMBRA",-47.0364893,-22.6319391
"FRANCISCO BALTAZAR NEVES, MIRASSOL",-49.4907577,-20.8129339
"MAJ PALADINO, SAO PAULO",,
"JACOB AUDI, ITAPIRA",-46.818363,-22.4225484
"AMPERE, BRAGANCA PAULISTA",,
"DOS LIRIOS, JACI",-49.5725655,-20.8871797
"CRUZEIRO DO SUL, BAURU",,
"SIQUEIRA CAMPOS, SAO JOSE DO RIO PRETO",,
"ANHANGUERA, RIBEIRAO PRETO",-47.7836544,-21.1080964
"TAMOTSU IWASSE, GUARULHOS",-46.3883685,-23.4051426
"MARECHAL RONDON, SALTO",-47.279187808415756,-23.2173851
"S SANTA LUZIA, CAMPINAS",-46.9608394,-22.4147112
"MARIA ESTEFNO MALUF, PAULINIA",-47.1288867,-22.7905604
"MINERVINO PEDROSO, JABOTICABAL",-48.3335419,-21.2730533
"PORANGABA, ARACATUBA",-50.4586194,-21.1981507
"MIGUEL STEFANO, SAO PAULO",-48.9878252,-21.1299006
"TRABALHADOR SANCARLENSE, SAO CARLOS",,
"GUIDO ALIBERTI, SAO CAETANO DO SUL",-46.5798701,-23.6105303
"GOMES DE CARVALHO, SAO PAULO",,
"DOUTOR ANTONIO BENTO, SAO PAULO",,
"JORDANO MENDES, CAJAMAR",-46.8377261,-23.341077
"PROFESSOR JOAO BATISTA CURADO, JUNDIAI",,
"EDNA LEMOS PALMA, RIBEIRAO PRETO",,
"BAPTISTA ANTONIO DE ANGELIS, BAURU",,
"HELIO SMIDT S/N TERMINAL DE PASSAGEIROS 1 ASA A ME, GUARULHOS",,
"COMENDADOR ELIAS ASSI, SAO PAULO",-46.718074,-23.5811406
"SAO JOSE, EMBU DAS ARTES",-46.8528497,-23.6495294
"DA CONSTITUICAO, SANTOS",-46.32262351592862,-23.94659905
"MOINHO VELHO, EMBU DAS ARTES",-46.84556545,-23.6260581
"PAULISTA, SAO PAULO",-46.6622682,-23.5552461
"MAGISTRADO   RENATO SALLES DE ABREU, FRANCA",,
"FRANCISCO D'ANDREA, LIMEIRA",-47.4065195,-22.5434741
"JAGUARE, SAO PAULO",-46.74949925025804,-23.5420355
"FRANCISCO VERLANGIERI, VOTORANTIM",,
"LEANDRO DE SEVILHA, SAO PAULO",,
"PAUL HARRIS, INDAIATUBA",-47.2038204,-23.0832385
"DOMINGOS PIUNTI, ITU",-47.3177396,-23.242766
"SERRA DE JAIRE, SAO PAULO",-46.5853163,-23.5490745
"VISCONDE DE PARNAIBA, SAO PAULO",,
"VICENTE DE CARVALHO, SAO PAULO",-46.274722271474246,-23.952134
"DOUTOR RENATO PAES DE BARROS, SAO PAULO",,
"DUQUE DE CAXIAS, BATATAIS",,
"ITAPIRA, SAO PAULO",-46.821667,-22.436111
"RUSSIA, SOROCABA",-47.4858024,-23.512682
"DA MOOCA, SAO PAULO",-46.6850727,-23.5650334
"VER. JOSE VSCONCELLOS DOS REIS, SAO SEBASTIAO DA GRAMA",,
"KARAM SIMAO RACY, SAO PAULO",,
"PACAEMBU, SAO PAULO",-51.2633114,-21.566243
"PROFESSOR MAXIMO RIBEIRO NUNES, SAO PAULO",-46.7381177,-23.5850257
"MAMORE, BARUERI",-46.8469578,-23.4921202
"PRESIDENTE JUSCELINO KUBITSCHEK, SAO PAULO",,
"LUIZ DUMONT VILLARES, SAO PAULO",-45.3457784,-22.9196694
"STELLA MAZZUCA, FERRAZ DE VASCONCELOS",-46.3725243,-23.5213016
"PRESIDENTE JUSCELINO KUBITSCHEK DE OLIVEIRA, GUARULHOS",,
"ANTONIO JOSE RIBEIRO, SAO PAULO",,
"TIERS, SAO PAULO",-46.6213665,-23.5350221
"FAGUNDES DE OLIVEIRA, DIADEMA",-46.5836674,-23.6876794
"PAPA JOAO XXIII, MAUA",,
"SERTAOZINHO, MAUA",-46.4761678,-23.7030483
"PAPA JOAO XXIII, MAUA",,
"PAPA JOAO  XXIII, MAUA",,
"PAPA JOAO XXIII, MAUA",,
"CEL. LUIS BARROSO, SAO PAULO",,
"PRESTES MAIA, DIADEMA",-46.6145094,-23.6786025
"MARANHAO, JAGUARIUNA",-46.9849827,-22.7031183
"MUNICIPAL BOTUCATU - RUBIAO JUNIOR, BOTUCATU",-48.4945483,-22.8526573
"PAPA JOAO XXIII, MAUA",,
"OSVALDO SANTANA, FERNANDOPOLIS",,
"PROF HASEGAWA, SAO PAULO",-46.4293525,-23.572416
"D, OLIMPIA",-122.8950075,47.0451022
"JOAO BERBEL FILHO, PEDERNEIRAS",,
"GENERAL ISIDORO DIAS LOPES, SAO BERNARDO DO CAMPO",,
"INDUSTRIAL, ITAQUAQUECETUBA",-46.336801,-23.4408047
"ESTADUAL SP-147, KM. 41,930 METROS, ITAPIRA",,
"UM, COTIA",-46.9385416,-23.6389569
"ROUXINOL, SAO PAULO",-46.6696807,-23.604041
"LUIS MARTINS, SAO PAULO",-46.5581614,-23.718109
"BRASIL, PRAIA GRANDE",-46.402778,-24.005833
"DAS SEMENTES, HOLAMBRA",-47.0704776,-22.6182596
"MAJESTIC, GUARULHOS",-46.4718099,-23.4717344
"CACHOEIRA, SAO PAULO",-47.4124994,-21.4382633
"DO CAFE, SUMARE",-47.267105,-22.8217964
"DO LACO DE FITA, SAO PAULO",,
"ARMANDO SILVA, OURINHOS",-49.9084417,-22.9736645
"PORTAO HONDA, SUZANO",-46.2837007,-23.5102484
"GO SUGAYA, SAO PAULO",,
"OCTALLES MARC FERREIRA, SAO PAULO",,
"QUINZE DE NOVEMBRO, SANTOS",,
"MANOEL MONTEIRO DE ARAUJO, SAO PAULO",,
"JOAQUIM MARQUES DE FIGUEIREDO, BAURU",-49.0269506,-22.3116414
"PRESIDENTE PRUDENTE (A PRQ EMPRESARIAL), CAJAMAR",,
"RIO NEGRO, BARUERI",-63.0193316,-0.8848192
"JOAO PAULO I, EMBU DAS ARTES",,
"BOM JESUS, SAO PAULO",-48.5659947,-20.5435437
"DOUTOR BRAULIO GOMES, SAO PAULO",-47.0510988,-22.9216944
"GILBERTO SABINO, SAO PAULO",-46.7011592,-23.5671029
"GUIDO CALOI, SAO PAULO",-46.7262255241059,-23.65902455
"HERMINIO DE MELLO, INDAIATUBA",-47.2321799,-23.1323477
"DOS ALPES, SAO PAULO",-46.9837275,-22.0454524
"PRESBITERO PLINIO ALVES DE SOUZA, JUNDIAI",,
"SP 127, TIETE",-47.7147937,-23.1030302
"PE. PRIMO MARIA VIEIRA, CUBATAO",,
"DOS PINHEIROS, ITAPIRA",,
"SAO JORGE, SAO CAETANO DO SUL",,
"MARINARO, GUARULHOS",-46.388175,-23.4194112
"RIO PRETO, SAO BERNARDO DO CAMPO",,
"MARGINAL DA RODOVIA RAPOSO TAVARES, SAO ROQUE",,
"SANTANA DE IPANEMA, GUARULHOS",-46.4704294,-23.4701865
"ADHERBAL STRESSER, SAO PAULO",-46.788608,-23.5949911
"DOM GABRIEL PAULINO BUENO COUTO, ITUPEVA",-47.04257212922417,-23.2353331
"DO BARRO PRETO, CORDEIROPOLIS",,
"ANTONIO ROMANO SCHINCARIOL-SP 127, TATUI",-47.938095247049475,-23.4347555
"COMTE JOAO R DE BARROS, GARCA",,
"MARG. DA ROD. EUCLIDES DA CUNHA, TANABI",,
"GILDO S AVATIM, TANABI",,
"HENRY FORD, SAO PAULO",-50.466791,-21.1863189
"PRESIDENTE WILSON, SAO PAULO",-46.8943748,-23.5298287
"PERIMETRAL, GUAIRA",-48.3056628,-20.3330479
"BENEDITO MERLINO, FRANCA",-47.4116868,-20.515883
"IRMAOS ANTUNES, FRANCA",-47.4121725,-20.5171228
"ANTONIO BERNARDES PINTO, FRANCA",-47.3990053,-20.5093965
"BENEDITO QUINA DA SILVA, JUNDIAI",-46.9764555,-23.1886769
"SOROCABA, CERQUILHO",-47.7433878,-23.1626556
"JERONIMO TELES JUNIOR, SAO PAULO",-46.7516166,-23.5019429
"ANTONIO BARDELLA, GUARULHOS",,
"DO SOBRADO, RIO CLARO",,
"ERMANO MARCHETTI, SAO PAULO",-46.7053934,-23.5108643
"LIMEIRA MOGI MIRIM, LIMEIRA",,
"GALVAO BUENO, SAO BERNARDO DO CAMPO",,
"HOWARD ARCHIBAL ACHESON JR, COTIA",-46.8355944,-23.6086897
"ALEXANDRE H MOLETA, VALINHOS",,
"MANOEL SILVEIRA CAMARGO, ITU",-47.3066065,-23.2610296
"ASSMPTA SABATINI ROSSI, SAO BERNARDO DO CAMPO",,
"PREFEITO JOSE CARLOS, ITUPEVA",-47.0390639,-23.1575256
"EUCLIDES DA CUNHA, URANIA",,
"BECHARA NASSAR FRANGE, TANABI",-49.655739,-20.6297764
"PAPA JOAO XXIII, RIBEIRAO PIRES",,
"NASSER MARAO, VOTUPORANGA",-49.771666560720305,-20.48519605
"VICENTE RODRIGUES DA SILVA, OSASCO",-46.7889952,-23.5194227
"ALCANTARA, SAO PAULO",-48.16912362846497,-21.793192750000003
"PE CALDAS BARBOSA, SAO PAULO",,
"JOAO MELAO SP 255, AVARE",,
"GUAICURUS, SAO PAULO",-46.3335602,-23.4595326
"BOROROS, 150 E 206, DIADEMA",-46.6153493,-23.6984241
"DR SYLVIO DE A MAYA, PEDREIRA",,
"VICINAL JOSE CURI KM 3,2, VISTA ALEGRE DO ALTO",,
"ANTONIO FERNANDES FIGUEROA, RIBEIRAO PRETO",,
"EUGENIO ESTOCO, ITATIBA",-46.8423382,-23.06189
"RIO DAS PEDRAS, SAO PAULO",-47.6065667,-22.8441256
"MITSUKE, MAIRINQUE",,
"INDUSTRIAL, ITAQUAQUECETUBA",-46.336801,-23.4408047
"WALTIDES CECATO, FERNANDOPOLIS",,
"SERGIO ABDUL NOUR, ITAPOLIS",-48.8258534,-21.600355
"ARISTEU MARCICANO, CORDEIROPOLIS",-47.4682158,-22.4850233
"30 DE MAIO, PALESTINA",,
"ANHANGUERA, ITUVERAVA",-47.79792,-20.2740256
"GUERINO TURATTI, ARARAS",-47.4012496,-22.3762047
"FLOR DE NOIVA, ITAQUAQUECETUBA",-46.3222482,-23.456835
"SP 338 KM 308,2, CAJURU",-47.2903265,-21.2732724
"RD VARIANTE VINHEDO VIRACOPOS, VINHEDO",-46.9907633,-23.0569536
"PRESIDENTE JUSCELINO KUBITSCHEK, PRESIDENTE PRUDENTE",,
"CARLOS TONANI, JABOTICABAL",,
"SANTA CRUZ, BROTAS",-38.478140403870924,-12.98691505
"ESAU CORDEIRO, BIRIGUI",-50.3412875,-21.3081874
"PAULO MARCONDES, JALES",-50.5433806,-20.2815859
"DE ACESSO SP 331 KM 1,5  + 100 METROS, TABATINGA",,
"ANGELO FELICIO, FRANCA",-47.3884396,-20.5184674
"PEDRO MERLINE, JAU",-48.5563805,-22.2626615
"DA COLONIA, JUMIRIM",-47.7894705,-23.0949282
"SILPA, LARANJAL PAULISTA",-47.8164715,-23.0680926
"ANTONIO PARESCHI, RIBEIRAO PRETO",-47.8520593,-21.1390159
"BRASIL, ARARAS",-47.3838889,-22.3569477
"SOLIDONIO LEITE, SAO PAULO",-46.551315,-23.5800979
"SP 191 KM 20, CONCHAL",-47.1615697,-22.3470182
"DOS INAJAS, HORTOLANDIA",-47.2090878,-22.9100258
"VEREADOR JOSE DONATTO, CABREUVA",,
"ROBERTO  EKMAN SIMOES, IEPE",-51.0670253,-22.6638271
"KAMINOYA, ARUJA",,
"IRMAOS GARBULIO, CABRALIA PAULISTA",-49.3331734,-22.4672403
"MONTE SIAO, AGUAS DE LINDOIA",,
"VENEZUELA, IBIUNA",-47.2138922,-23.6601971
"NORTE, SANTA FE DO SUL",-50.9167439,-20.1953459
"FORTE DO LEME, SAO PAULO",,
"RUZZI, MAUA",-46.4740034,-23.7050186
"DE SANTA FE, ITAQUAQUECETUBA",,
"MAJESTIC, GUARULHOS",-46.4718099,-23.4717344
"DOS BRAGUETTAS, SAO JOSE DO RIO PARDO",,
"AMAZONAS, SAO CAETANO DO SUL",-46.5688323,-23.6195923
"CERQUEIRA CESAR, BERNARDINO DE CAMPOS",-49.4766306,-23.0174853
"COMANDANTE JOAO RIBEIRO DE BARROS, PEDERNEIRAS",,
"IZALTINA ORLANDINE TERRA, SUMARE",-47.2291668,-22.7904408
"MILLER, SAO PAULO",-46.66530988113065,-23.54675745
"CANTIGA INGENUA, SAO PAULO",-46.5988858,-23.6471794
"PANORAMICA DE ITAI, ITAI",,
"CASA GRANDE, DIADEMA",-46.5969121,-23.7028108
"FAUSTINO BIZZETTO, CAMPO LIMPO PAULISTA",,
"JOAO PINTO, MOGI MIRIM",-46.962817,-22.4531895
"SANTA CRUZ, MOGI MIRIM",-46.9698608,-22.3649191
"CAIAPOS, BARUERI",-46.8251603,-23.4995984
"GILBERTO FILGUEIRAS, AVARE",-48.9326396,-23.0865529
"HENRY FORD, SAO PAULO",-50.466791,-21.1863189
"GILDO GUARNIERI, ITU",-47.2866446,-23.2813689
"ADHERBAL STRESSER, SAO PAULO",-46.788608,-23.5949911
"QUELUZ, GUARULHOS",-46.4620098,-23.4718858
"PEDRO RIPOLI, RIBEIRAO PIRES",-46.3844663,-23.7016931
"MONTE AZUL, SAO JOSE DOS CAMPOS",,
"ITALO FERREIRA, MATAO",-48.3728223,-21.6068794
"HERMINIO DE MELLO, INDAIATUBA",-47.2321799,-23.1323477
"FEODOR GURTOVENCO, OURINHOS",-49.8340615,-22.9999693
"REGO BARROS, SAO PAULO",-46.8939793,-22.7453494
"QUEIROZ PEDROSO, MAUA",-46.4639596,-23.6699526
"LUCIA MORMITO BIASON, MAUA",,
"MUNICIPAL JULIO PERON, PEDREIRA",,
"CENTENARIO DO ROTARY, ITAJOBI",,
"DOS TRABALHADORES, SAO JOAO DA BOA VISTA",,
"ANTONIO GALLO, SAO CAETANO DO SUL",,
"CONDE DE SARZEDAS (VL RIBEIRAO), RIBEIRAO PIRES",,
"FRANCISCO DE ALMEIDA, PORANGABA",-48.1203304,-23.2137797
"ASSIS CHATEAUBRIAND, OLIMPIA",-48.8492328,-20.654352
"RIVER, GUARULHOS",-46.524459,-23.4430602
"ROGELIA GALLARDO ALONSO, AGUAI",-46.9847375,-22.075369
"PROF. DR. FLAVIO PIRES DE CAMARGO, ATIBAIA",,
"JOLI, SAO PAULO",-46.42763323029759,-23.5358806
"ANTONIO BARDELLA, JANDIRA",-46.8997088,-23.5258002
"ENGENHEIRO CONSTANCIO CINTRA, ITATIBA",-46.836013,-22.9760631
"CARIOBA, AMERICANA",-47.3278137,-22.7344201
"JORGE BEI MALUF, SUZANO",-46.3071823,-23.5343425
